airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0_15,all_n_16_30,all_n_31_45,all_n_46_60,all_n_61_90,all_n_91_120,all_n_120_plus,all_excluded,all_total,all_flights,all_booths
ORD,Terminal 5,2021-07-09,1500 - 1600,37,79,38,79,37,79,231,170,197,161,223,0,0,33,1015,7,19
ORD,Terminal 5,2021-07-09,1600 - 1700,40,58,36,58,39,58,38,39,108,190,0,0,0,15,390,2,12
ORD,Terminal 5,2021-07-09,1700 - 1800,30,85,27,80,29,85,287,351,191,109,116,0,0,37,1091,8,13
ORD,Terminal 5,2021-07-09,1800 - 1900,57,101,63,100,57,101,67,89,116,131,432,83,0,27,945,7,12
ORD,Terminal 5,2021-07-09,1900 - 2000,34,48,30,48,33,48,44,84,344,30,0,0,0,14,516,3,10
ORD,Terminal 5,2021-07-09,2100 - 2200,8,16,8,14,8,16,147,5,0,0,0,0,0,5,157,1,9
ORD,Terminal 5,2021-07-09,2200 - 2300,11,38,19,52,15,52,86,46,13,6,0,0,0,5,156,1,8
ORD,Terminal 5,2021-07-09,2300 - 0000,32,50,32,50,32,50,33,127,225,47,0,0,0,6,438,3,8
ORD,Terminal 5,2021-07-10,0000 - 0100,42,116,48,116,45,116,6,102,150,89,41,33,0,18,439,3,10
ORD,Terminal 5,2021-07-10,0100 - 0200,72,104,73,105,72,105,1,6,5,20,94,27,0,5,158,1,5
ORD,Terminal 5,2021-07-10,0700 - 0800,10,20,6,20,9,20,105,43,0,0,0,0,0,1,149,1,9
ORD,Terminal 5,2021-07-10,0800 - 0900,8,32,18,37,13,37,126,45,27,0,0,0,0,6,204,1,9
ORD,Terminal 5,2021-07-10,0900 - 1000,22,54,31,57,27,57,134,82,106,80,0,0,0,17,419,2,11
ORD,Terminal 5,2021-07-10,1100 - 1200,19,62,28,65,22,65,174,141,39,62,6,0,0,16,438,3,14
ORD,Terminal 5,2021-07-10,1200 - 1300,32,62,32,61,32,62,106,83,266,88,3,0,0,25,571,5,15
ORD,Terminal 5,2021-07-10,1300 - 1400,27,54,33,54,28,54,125,459,357,85,0,0,0,35,1061,6,18
ORD,Terminal 5,2021-07-10,1400 - 1500,35,80,42,83,37,83,93,237,294,166,116,0,0,36,942,5,18
ORD,Terminal 5,2021-07-10,1500 - 1600,52,91,61,89,55,91,155,71,27,118,644,1,0,39,1055,6,18
ORD,Terminal 5,2021-07-10,1600 - 1700,43,66,42,66,43,66,99,64,124,463,73,0,0,41,864,6,18
ORD,Terminal 5,2021-07-10,1700 - 1800,18,50,26,51,20,51,292,322,183,19,0,0,0,35,851,5,17
ORD,Terminal 5,2021-07-10,1800 - 1900,17,43,20,39,17,43,441,540,102,0,0,0,0,44,1127,7,15
ORD,Terminal 5,2021-07-10,1900 - 2000,28,53,23,47,27,53,147,221,348,26,0,0,0,34,776,5,15
ORD,Terminal 5,2021-07-10,2000 - 2100,17,27,19,27,18,27,40,94,0,0,0,0,0,8,142,1,12
ORD,Terminal 5,2021-07-10,2100 - 2200,8,20,8,19,8,20,291,21,0,0,0,0,0,11,323,2,9
ORD,Terminal 5,2021-07-10,2200 - 2300,23,48,24,51,24,51,134,154,122,16,0,0,0,13,439,3,10
ORD,Terminal 5,2021-07-10,2300 - 0000,19,47,22,47,20,47,128,95,81,5,0,0,0,12,321,2,11
ORD,Terminal 5,2021-07-11,0000 - 0100,9,20,11,21,10,21,88,32,0,0,0,0,0,5,125,1,11
ORD,Terminal 5,2021-07-11,0300 - 0400,46,103,50,102,48,103,38,41,28,29,67,25,0,7,235,1,2
ORD,Terminal 5,2021-07-11,0500 - 0600,9,18,11,18,10,18,82,17,0,0,0,0,0,3,102,1,10
ORD,Terminal 5,2021-07-11,0600 - 0700,20,57,30,57,27,57,84,90,87,43,0,0,0,10,314,1,10
ORD,Terminal 5,2021-07-11,0700 - 0800,20,46,25,46,23,46,98,121,100,5,0,0,0,9,333,2,9
ORD,Terminal 5,2021-07-11,0900 - 1000,7,12,6,14,6,14,139,0,0,0,0,0,0,7,146,2,7
ORD,Terminal 5,2021-07-11,1100 - 1200,35,67,31,66,33,67,48,78,73,73,12,0,0,11,295,2,13
ORD,Terminal 5,2021-07-11,1200 - 1300,32,63,43,66,34,66,213,116,339,326,9,0,0,27,1030,7,16
ORD,Terminal 5,2021-07-11,1300 - 1400,24,49,26,49,25,49,146,168,191,13,0,0,0,20,538,3,15
ORD,Terminal 5,2021-07-11,1400 - 1500,12,31,14,31,12,31,506,285,2,0,0,0,0,26,819,6,15
ORD,Terminal 5,2021-07-11,1500 - 1600,18,44,15,44,17,44,423,360,123,0,0,0,0,27,933,6,18
ORD,Terminal 5,2021-07-11,1600 - 1700,26,66,34,69,28,69,190,537,251,134,33,0,0,30,1175,6,18
ORD,Terminal 5,2021-07-11,1700 - 1800,26,56,26,56,26,56,213,292,344,49,0,0,0,31,929,6,17
ORD,Terminal 5,2021-07-11,1800 - 1900,20,43,18,41,20,43,234,555,95,0,0,0,0,25,909,6,16
ORD,Terminal 5,2021-07-11,1900 - 2000,10,32,13,32,11,32,540,209,22,0,0,0,0,25,796,4,18
ORD,Terminal 5,2021-07-11,2000 - 2100,11,25,12,23,12,25,108,61,0,0,0,0,0,4,173,1,5
ORD,Terminal 5,2021-07-11,2200 - 2300,18,43,19,49,18,49,315,325,102,2,0,0,0,24,768,5,16
ORD,Terminal 5,2021-07-11,2300 - 0000,10,19,12,23,11,23,199,52,0,0,0,0,0,7,258,2,15
ORD,Terminal 5,2021-07-12,0000 - 0100,8,19,11,19,9,19,127,38,0,0,0,0,0,4,169,1,16
ORD,Terminal 5,2021-07-12,0500 - 0600,1,8,2,5,2,8,43,0,0,0,0,0,0,1,44,1,7
ORD,Terminal 5,2021-07-12,0700 - 0800,7,16,9,16,8,16,87,4,0,0,0,0,0,5,96,1,12
ORD,Terminal 5,2021-07-12,0900 - 1000,20,45,25,57,23,57,104,91,110,5,0,0,0,9,319,2,13
ORD,Terminal 5,2021-07-12,1100 - 1200,3,12,5,10,3,12,146,0,0,0,0,0,0,5,151,1,11
ORD,Terminal 5,2021-07-12,1200 - 1300,24,52,25,54,25,54,267,328,379,28,0,0,0,30,1032,7,18
ORD,Terminal 5,2021-07-12,1300 - 1400,15,33,18,33,15,33,323,332,4,0,0,0,0,17,676,4,16
ORD,Terminal 5,2021-07-12,1400 - 1500,6,20,8,20,7,20,435,17,0,0,0,0,0,12,464,4,18
ORD,Terminal 5,2021-07-12,1500 - 1600,56,89,51,88,55,89,92,109,121,200,538,0,0,40,1100,6,15
ORD,Terminal 5,2021-07-12,1600 - 1700,43,82,60,82,46,82,125,54,17,98,217,0,0,16,527,3,13
ORD,Terminal 5,2021-07-12,1700 - 1800,27,57,29,56,28,57,109,370,218,82,0,0,0,30,809,5,13
ORD,Terminal 5,2021-07-12,1800 - 1900,44,72,49,68,45,72,119,41,328,483,188,0,0,35,1194,8,12
ORD,Terminal 5,2021-07-12,1900 - 2000,37,49,40,49,38,49,20,5,194,41,0,0,0,8,268,2,11
ORD,Terminal 5,2021-07-12,2200 - 2300,26,57,28,58,27,58,140,174,204,57,0,0,0,21,596,4,11
ORD,Terminal 5,2021-07-12,2300 - 0000,24,45,27,48,25,48,70,118,90,5,0,0,0,9,292,2,11
ORD,Terminal 5,2021-07-13,0000 - 0100,8,25,16,31,13,31,67,54,2,0,0,0,0,7,130,1,10
ORD,Terminal 5,2021-07-13,0300 - 0400,27,46,26,47,26,47,32,55,56,8,0,0,0,3,154,1,4
ORD,Terminal 5,2021-07-13,0400 - 0500,18,50,26,50,22,50,79,67,44,20,0,0,0,4,214,1,4
ORD,Terminal 5,2021-07-13,0600 - 0700,12,26,16,33,14,33,114,80,9,0,0,0,0,10,213,1,10
ORD,Terminal 5,2021-07-13,0700 - 0800,22,81,32,80,29,81,68,91,93,32,15,0,0,10,309,1,14
ORD,Terminal 5,2021-07-13,0800 - 0900,33,54,36,54,35,54,9,78,115,53,0,0,0,6,261,1,16
ORD,Terminal 5,2021-07-13,0900 - 1000,7,16,7,18,7,18,93,9,0,0,0,0,0,3,105,1,14
ORD,Terminal 5,2021-07-13,1100 - 1200,9,22,14,24,11,24,98,54,0,0,0,0,0,4,156,1,13
ORD,Terminal 5,2021-07-13,1200 - 1300,29,66,35,65,31,66,288,161,282,267,17,0,0,27,1042,8,22
ORD,Terminal 5,2021-07-13,1300 - 1400,24,44,19,43,23,44,227,191,227,0,0,0,0,16,661,4,21
ORD,Terminal 5,2021-07-13,1400 - 1500,13,94,19,106,15,106,635,387,28,11,16,4,0,34,1115,7,20
ORD,Terminal 5,2021-07-13,1500 - 1600,31,58,31,55,31,58,89,218,306,98,0,0,0,21,732,5,13
ORD,Terminal 5,2021-07-13,1600 - 1700,23,39,24,54,23,54,141,416,201,4,0,0,0,24,786,4,15
ORD,Terminal 5,2021-07-13,1700 - 1800,32,69,33,69,33,69,233,135,232,243,42,0,0,22,907,6,11
ORD,Terminal 5,2021-07-13,1800 - 1900,40,83,47,81,41,83,36,227,263,221,134,0,0,22,903,6,11
ORD,Terminal 5,2021-07-13,1900 - 2000,23,34,23,35,23,35,36,195,37,0,0,0,0,8,276,2,10
ORD,Terminal 5,2021-07-13,2200 - 2300,30,61,29,61,29,61,119,130,119,93,5,0,0,15,481,3,11
ORD,Terminal 5,2021-07-13,2300 - 0000,41,67,41,65,41,67,8,34,207,135,10,0,0,11,405,3,10
ORD,Terminal 5,2021-07-14,0500 - 0600,6,14,7,14,6,14,69,0,0,0,0,0,0,1,70,1,7
ORD,Terminal 5,2021-07-14,0700 - 0800,29,57,52,91,37,91,35,69,60,51,30,3,0,6,254,1,9
ORD,Terminal 5,2021-07-14,0900 - 1000,14,29,12,29,13,29,71,43,0,0,0,0,0,3,117,1,11
ORD,Terminal 5,2021-07-14,1000 - 1100,19,34,19,36,19,36,82,123,30,0,0,0,0,9,244,2,12
ORD,Terminal 5,2021-07-14,1100 - 1200,15,27,16,27,16,27,69,78,0,0,0,0,0,3,150,1,14
ORD,Terminal 5,2021-07-14,1200 - 1300,10,23,11,23,10,23,701,215,0,0,0,0,0,21,937,6,18
ORD,Terminal 5,2021-07-14,1300 - 1400,8,16,8,17,8,17,194,4,0,0,0,0,0,12,210,1,14
ORD,Terminal 5,2021-07-14,1400 - 1500,14,44,20,44,16,44,314,260,66,0,0,0,0,25,665,5,16
ORD,Terminal 5,2021-07-14,1500 - 1600,60,130,61,127,60,130,138,91,65,93,364,185,10,23,969,6,18
ORD,Terminal 5,2021-07-14,1600 - 1700,82,119,69,118,80,119,32,28,20,17,201,237,0,16,551,3,16
ORD,Terminal 5,2021-07-14,1700 - 1800,68,106,71,106,69,106,80,49,27,92,408,249,0,30,935,5,14
ORD,Terminal 5,2021-07-14,1800 - 1900,57,92,64,91,59,92,50,20,9,84,287,3,0,14,467,5,16
ORD,Terminal 5,2021-07-14,1900 - 2000,44,63,35,58,42,63,50,88,111,358,10,0,0,18,635,5,18
ORD,Terminal 5,2021-07-14,2000 - 2100,30,44,31,44,31,44,15,140,197,0,0,0,0,10,362,2,15
ORD,Terminal 5,2021-07-14,2100 - 2200,10,20,10,20,10,20,102,25,0,0,0,0,0,5,132,1,10
ORD,Terminal 5,2021-07-14,2200 - 2300,31,91,41,79,37,91,69,72,56,66,60,2,0,9,334,2,8
ORD,Terminal 5,2021-07-14,2300 - 0000,75,112,78,112,77,112,10,28,20,28,361,145,0,20,612,4,11
ORD,Terminal 5,2021-07-15,0500 - 0600,42,66,46,66,44,66,39,22,23,90,64,0,0,7,245,1,11
ORD,Terminal 5,2021-07-15,0700 - 0800,24,78,45,80,35,80,111,127,68,67,96,0,0,16,485,2,13
ORD,Terminal 5,2021-07-15,0800 - 0900,36,64,55,71,43,71,11,35,89,73,43,0,0,5,256,1,13
ORD,Terminal 5,2021-07-15,1000 - 1100,21,48,24,48,23,48,149,145,120,13,0,0,0,11,438,2,14
ORD,Terminal 5,2021-07-15,1100 - 1200,18,37,22,47,21,47,50,57,29,2,0,0,0,4,142,1,17
ORD,Terminal 5,2021-07-15,1200 - 1300,24,73,28,73,25,73,219,313,349,19,3,0,0,25,928,7,19
ORD,Terminal 5,2021-07-15,1300 - 1400,19,42,22,42,20,42,167,69,120,0,0,0,0,9,365,2,18
ORD,Terminal 5,2021-07-15,1400 - 1500,19,46,20,47,20,47,336,502,161,6,0,0,0,32,1037,7,18
ORD,Terminal 5,2021-07-15,1500 - 1600,36,90,45,92,39,92,144,284,272,190,219,2,0,31,1142,6,15
ORD,Terminal 5,2021-07-15,1600 - 1700,44,79,38,77,43,79,40,74,120,24,136,0,0,6,400,2,14
ORD,Terminal 5,2021-07-15,1700 - 1800,29,62,25,66,28,66,130,282,216,70,2,0,0,31,731,4,14
ORD,Terminal 5,2021-07-15,1800 - 1900,32,63,31,50,31,63,35,61,233,7,2,0,0,11,349,4,10
ORD,Terminal 5,2021-07-15,1900 - 2000,33,63,37,64,33,64,159,232,362,230,34,0,0,31,1048,7,12
ORD,Terminal 5,2021-07-15,2200 - 2300,39,90,38,90,38,90,112,116,57,79,124,0,0,16,504,3,10
ORD,Terminal 5,2021-07-15,2300 - 0000,49,69,49,78,49,78,5,6,41,74,32,0,0,5,163,1,8
ORD,Terminal 5,2021-07-16,0000 - 0100,23,42,24,46,24,46,55,153,66,3,0,0,0,8,285,2,9
ORD,Terminal 5,2021-07-16,0500 - 0600,48,74,50,74,49,74,17,8,29,120,49,0,0,5,228,2,7
ORD,Terminal 5,2021-07-16,0800 - 0900,15,35,16,35,16,35,216,203,28,0,0,0,0,24,471,2,13
ORD,Terminal 5,2021-07-16,0900 - 1000,11,19,13,19,12,19,45,12,0,0,0,0,0,1,58,1,12
ORD,Terminal 5,2021-07-16,1000 - 1100,6,16,7,16,7,16,84,3,0,0,0,0,0,3,90,1,13
ORD,Terminal 5,2021-07-16,1100 - 1200,3,9,4,8,3,9,151,0,0,0,0,0,0,1,152,1,12
ORD,Terminal 5,2021-07-16,1200 - 1300,15,43,17,43,16,43,457,503,48,0,0,0,0,28,1036,7,19
ORD,Terminal 5,2021-07-16,1300 - 1400,12,28,15,28,12,28,261,135,0,0,0,0,0,10,406,2,21
ORD,Terminal 5,2021-07-16,1400 - 1500,11,39,17,39,13,39,380,164,24,0,0,0,0,15,583,4,19
ORD,Terminal 5,2021-07-16,1500 - 1600,25,105,39,96,30,105,497,334,125,119,246,5,0,46,1372,7,20
ORD,Terminal 5,2021-07-16,1600 - 1700,64,94,72,96,66,96,44,28,6,32,522,16,0,20,668,3,16
ORD,Terminal 5,2021-07-16,1700 - 1800,58,107,66,107,60,107,73,27,228,321,509,132,0,44,1334,8,15
ORD,Terminal 5,2021-07-16,1800 - 1900,64,107,72,107,65,107,64,25,4,91,386,105,0,21,696,5,16
ORD,Terminal 5,2021-07-16,1900 - 2000,53,81,54,81,53,81,70,46,37,429,410,0,0,28,1020,6,17
ORD,Terminal 5,2021-07-16,2000 - 2100,31,42,35,41,31,42,16,23,115,0,0,0,0,3,157,1,15
ORD,Terminal 5,2021-07-16,2200 - 2300,31,95,36,113,35,113,109,93,95,86,53,7,0,15,458,3,10
ORD,Terminal 5,2021-07-16,2300 - 0000,53,110,59,109,56,110,39,53,61,85,177,48,0,16,479,3,11
ORD,Terminal 5,2021-07-17,0000 - 0100,67,104,66,105,67,105,0,7,18,120,103,57,0,10,315,2,10
ORD,Terminal 5,2021-07-17,0500 - 0600,36,48,31,54,32,54,16,37,51,28,0,0,0,4,136,1,5
ORD,Terminal 5,2021-07-17,0700 - 0800,21,44,24,44,22,44,71,65,66,0,0,0,0,12,214,1,8
ORD,Terminal 5,2021-07-17,0900 - 1000,64,126,60,126,62,126,69,71,121,93,144,157,24,27,706,3,7
ORD,Terminal 5,2021-07-17,1100 - 1200,20,34,26,41,21,41,78,171,66,0,0,0,0,11,326,2,12
ORD,Terminal 5,2021-07-17,1200 - 1300,41,72,38,71,40,72,79,151,264,290,80,0,0,27,891,6,15
ORD,Terminal 5,2021-07-17,1300 - 1400,47,95,48,95,47,95,55,37,404,377,159,12,0,31,1075,5,16
ORD,Terminal 5,2021-07-17,1400 - 1500,48,95,56,95,49,95,157,36,197,261,374,24,0,33,1082,6,16
ORD,Terminal 5,2021-07-17,1500 - 1600,72,124,80,123,75,124,62,48,19,165,508,386,7,43,1238,7,17
ORD,Terminal 5,2021-07-17,1600 - 1700,60,87,61,85,60,87,54,20,2,21,311,0,0,14,422,2,16
ORD,Terminal 5,2021-07-17,1700 - 1800,70,113,69,108,70,113,93,63,85,171,1028,369,0,63,1872,13,18
ORD,Terminal 5,2021-07-17,1800 - 1900,82,118,83,117,82,118,93,63,32,11,225,704,0,28,1156,7,15
ORD,Terminal 5,2021-07-17,1900 - 2000,49,72,53,73,50,73,24,43,67,240,138,0,0,20,532,3,16
ORD,Terminal 5,2021-07-17,2000 - 2100,36,53,38,53,37,53,17,17,172,59,0,0,0,15,280,2,12
ORD,Terminal 5,2021-07-17,2200 - 2300,21,39,22,39,21,39,126,283,66,0,0,0,0,14,489,3,13
ORD,Terminal 5,2021-07-17,2300 - 0000,19,31,18,39,19,39,90,200,10,0,0,0,0,10,310,2,11
ORD,Terminal 5,2021-07-18,0000 - 0100,12,19,12,20,12,20,103,39,0,0,0,0,0,4,146,1,14
ORD,Terminal 5,2021-07-18,0400 - 0500,25,53,22,53,24,53,87,63,57,32,0,0,0,8,247,1,5
ORD,Terminal 5,2021-07-18,0500 - 0600,7,16,6,17,7,17,83,5,0,0,0,0,0,3,91,1,7
ORD,Terminal 5,2021-07-18,0700 - 0800,47,144,52,143,50,144,96,86,45,45,81,46,29,16,444,2,10
ORD,Terminal 5,2021-07-18,0800 - 0900,62,89,68,93,64,93,16,7,7,50,160,7,0,8,255,1,8
ORD,Terminal 5,2021-07-18,0900 - 1000,26,36,26,41,26,41,14,24,36,0,0,0,0,2,76,1,8
ORD,Terminal 5,2021-07-18,1000 - 1100,16,35,13,34,14,35,70,45,10,0,0,0,0,4,129,1,8
ORD,Terminal 5,2021-07-18,1100 - 1200,7,19,10,17,7,19,211,14,0,0,0,0,0,8,233,2,10
ORD,Terminal 5,2021-07-18,1200 - 1300,21,53,21,44,21,53,341,254,290,4,0,0,0,25,914,6,13
ORD,Terminal 5,2021-07-18,1300 - 1400,21,42,23,43,21,43,188,455,152,0,0,0,0,23,818,4,14
ORD,Terminal 5,2021-07-18,1400 - 1500,16,33,17,32,16,33,278,380,27,0,0,0,0,25,710,4,16
ORD,Terminal 5,2021-07-18,1500 - 1600,48,100,49,97,48,100,198,209,121,325,497,23,0,38,1411,8,20
ORD,Terminal 5,2021-07-18,1600 - 1700,61,88,51,88,59,88,93,21,89,105,622,0,0,39,969,5,18
ORD,Terminal 5,2021-07-18,1700 - 1800,25,49,25,45,25,49,192,462,339,14,0,0,0,26,1033,7,17
ORD,Terminal 5,2021-07-18,1800 - 1900,43,67,45,66,44,67,103,104,243,487,151,0,0,37,1125,6,17
ORD,Terminal 5,2021-07-18,1900 - 2000,11,33,20,33,12,33,313,136,9,0,0,0,0,13,471,3,15
ORD,Terminal 5,2021-07-18,2000 - 2100,10,18,11,18,10,18,228,25,0,0,0,0,0,3,256,1,17
ORD,Terminal 5,2021-07-18,2200 - 2300,19,48,22,48,20,48,231,233,140,5,0,0,0,26,635,4,15
ORD,Terminal 5,2021-07-18,2300 - 0000,14,29,14,29,14,29,152,136,0,0,0,0,0,7,295,2,12
ORD,Terminal 5,2021-07-19,0000 - 0100,9,16,11,18,10,18,114,13,0,0,0,0,0,3,130,1,13
ORD,Terminal 5,2021-07-19,0300 - 0400,27,42,25,42,26,42,24,78,63,0,0,0,0,3,168,1,6
ORD,Terminal 5,2021-07-19,0500 - 0600,16,39,24,44,20,44,82,59,44,0,0,0,0,7,192,2,7
ORD,Terminal 5,2021-07-19,0600 - 0700,19,44,26,44,21,44,50,43,44,0,0,0,0,7,144,1,8
ORD,Terminal 5,2021-07-19,0900 - 1000,26,60,28,60,27,60,124,60,73,82,0,0,0,10,349,2,12
ORD,Terminal 5,2021-07-19,1200 - 1300,11,36,15,36,12,36,607,357,36,0,0,0,0,34,1034,7,17
ORD,Terminal 5,2021-07-19,1300 - 1400,25,45,24,44,25,45,136,488,254,0,0,0,0,32,910,5,19
ORD,Terminal 5,2021-07-19,1400 - 1500,12,28,14,32,12,32,384,170,1,0,0,0,0,17,572,4,20
ORD,Terminal 5,2021-07-19,1500 - 1600,40,76,34,80,38,80,241,150,280,384,156,0,0,38,1249,6,26
ORD,Terminal 5,2021-07-19,1600 - 1700,41,58,44,58,42,58,59,7,154,288,0,0,0,10,518,3,20
ORD,Terminal 5,2021-07-19,1700 - 1800,33,66,37,66,34,66,116,174,320,156,33,0,0,35,834,5,19
ORD,Terminal 5,2021-07-19,1800 - 1900,38,62,35,61,38,62,100,152,327,395,6,0,0,25,1005,7,21
ORD,Terminal 5,2021-07-19,1900 - 2000,8,26,12,26,9,26,439,74,0,0,0,0,0,10,523,3,19
ORD,Terminal 5,2021-07-19,2200 - 2300,15,37,16,33,15,37,234,212,6,0,0,0,0,14,466,3,14
ORD,Terminal 5,2021-07-19,2300 - 0000,12,26,13,28,12,28,291,130,0,0,0,0,0,10,431,3,14
ORD,Terminal 5,2021-07-20,0100 - 0200,12,36,11,34,12,36,209,46,37,0,0,0,0,13,305,2,13
ORD,Terminal 5,2021-07-20,0500 - 0600,22,43,18,43,21,43,96,70,77,0,0,0,0,7,250,1,5
ORD,Terminal 5,2021-07-20,0700 - 0800,43,70,46,63,44,70,0,20,70,64,10,0,0,1,165,1,10
ORD,Terminal 5,2021-07-20,0800 - 0900,52,120,58,120,56,120,50,85,75,121,166,82,0,25,604,2,16
ORD,Terminal 5,2021-07-20,0900 - 1000,22,30,22,34,22,34,19,57,16,0,0,0,0,3,95,1,11
ORD,Terminal 5,2021-07-20,1100 - 1200,18,53,26,53,21,53,217,176,102,37,0,0,0,15,547,4,18
ORD,Terminal 5,2021-07-20,1200 - 1300,36,64,37,63,36,64,134,190,339,292,34,0,0,29,1018,7,19
ORD,Terminal 5,2021-07-20,1300 - 1400,28,59,32,59,29,59,102,202,92,129,0,0,0,21,546,3,22
ORD,Terminal 5,2021-07-20,1400 - 1500,15,39,21,43,17,43,378,431,73,0,0,0,0,31,913,6,21
ORD,Terminal 5,2021-07-20,1500 - 1600,25,69,24,73,24,73,260,258,130,95,15,0,0,36,794,4,22
ORD,Terminal 5,2021-07-20,1600 - 1700,13,26,12,26,13,26,323,215,0,0,0,0,0,13,551,3,17
ORD,Terminal 5,2021-07-20,1700 - 1800,20,45,17,43,20,45,552,439,329,0,0,0,0,46,1366,8,19
ORD,Terminal 5,2021-07-20,1800 - 1900,21,40,21,37,21,40,129,356,87,0,0,0,0,14,586,4,21
ORD,Terminal 5,2021-07-20,1900 - 2000,10,24,11,22,10,24,503,112,0,0,0,0,0,18,633,4,18
ORD,Terminal 5,2021-07-20,2200 - 2300,26,43,30,47,27,47,32,47,87,1,0,0,0,6,173,1,11
ORD,Terminal 5,2021-07-20,2300 - 0000,21,55,26,56,24,56,152,126,99,44,0,0,0,14,435,3,11
ORD,Terminal 5,2021-07-21,0000 - 0100,10,36,14,36,12,36,110,34,6,0,0,0,0,7,157,1,11
ORD,Terminal 5,2021-07-21,0100 - 0200,40,70,35,70,39,70,26,13,47,30,20,0,0,4,140,1,4
ORD,Terminal 5,2021-07-21,0500 - 0600,16,32,18,32,16,32,53,77,8,0,0,0,0,4,142,1,7
ORD,Terminal 5,2021-07-21,0700 - 0800,27,59,30,60,28,60,58,40,57,39,0,0,0,7,201,1,8
ORD,Terminal 5,2021-07-21,0800 - 0900,19,43,21,43,20,43,81,97,45,0,0,0,0,9,232,1,15
ORD,Terminal 5,2021-07-21,0900 - 1000,6,17,7,17,7,17,158,8,0,0,0,0,0,7,173,2,14
ORD,Terminal 5,2021-07-21,1200 - 1300,12,37,15,37,13,37,610,374,35,0,0,0,0,24,1043,7,18
ORD,Terminal 5,2021-07-21,1300 - 1400,11,26,13,26,12,26,307,145,0,0,0,0,0,12,464,2,19
ORD,Terminal 5,2021-07-21,1400 - 1500,11,28,13,30,12,30,632,228,0,0,0,0,0,26,886,6,22
ORD,Terminal 5,2021-07-21,1500 - 1600,42,103,55,100,46,103,296,230,94,166,494,54,0,41,1375,7,24
ORD,Terminal 5,2021-07-21,1600 - 1700,33,65,42,65,34,65,33,220,106,138,25,0,0,11,533,3,20
ORD,Terminal 5,2021-07-21,1700 - 1800,9,34,14,34,11,34,470,146,19,0,0,0,0,26,661,5,19
ORD,Terminal 5,2021-07-21,1800 - 1900,11,31,12,31,11,31,494,145,4,0,0,0,0,14,657,6,16
ORD,Terminal 5,2021-07-21,1900 - 2000,7,37,11,36,8,37,318,73,4,0,0,0,0,12,407,3,15
ORD,Terminal 5,2021-07-21,2000 - 2100,6,16,7,17,7,17,428,8,0,0,0,0,0,10,446,2,16
ORD,Terminal 5,2021-07-21,2100 - 2200,21,35,18,35,19,35,43,67,22,0,0,0,0,7,139,1,7
ORD,Terminal 5,2021-07-21,2200 - 2300,23,56,26,57,25,57,153,129,141,48,0,0,0,15,486,3,14
ORD,Terminal 5,2021-07-21,2300 - 0000,21,34,20,34,21,34,69,155,40,0,0,0,0,9,273,2,11
ORD,Terminal 5,2021-07-22,0200 - 0300,19,37,20,37,19,37,51,70,22,0,0,0,0,5,148,1,6
ORD,Terminal 5,2021-07-22,0400 - 0500,33,66,29,65,32,66,66,45,45,42,32,0,0,6,236,1,7
ORD,Terminal 5,2021-07-22,0700 - 0800,58,126,67,126,64,126,41,60,37,62,135,114,9,12,470,2,19
ORD,Terminal 5,2021-07-22,0800 - 0900,58,76,55,76,57,76,7,11,21,93,123,0,0,12,267,1,15
ORD,Terminal 5,2021-07-22,0900 - 1000,24,49,26,49,25,49,104,130,138,19,0,0,0,9,400,2,18
ORD,Terminal 5,2021-07-22,1100 - 1200,7,42,14,31,8,42,271,50,6,0,0,0,0,8,335,3,15
ORD,Terminal 5,2021-07-22,1200 - 1300,24,47,27,47,26,47,92,409,244,9,0,0,0,23,777,4,24
ORD,Terminal 5,2021-07-22,1300 - 1400,10,39,14,39,11,39,805,292,16,0,0,0,0,37,1150,7,24
ORD,Terminal 5,2021-07-22,1400 - 1500,13,44,22,57,16,57,517,208,132,32,0,0,0,31,920,5,21
ORD,Terminal 5,2021-07-22,1500 - 1600,33,60,38,60,34,60,21,224,309,107,0,0,0,20,681,4,15
ORD,Terminal 5,2021-07-22,1600 - 1700,21,34,23,34,22,34,43,312,17,0,0,0,0,8,380,2,18
ORD,Terminal 5,2021-07-22,1700 - 1800,12,29,13,35,12,35,451,269,5,0,0,0,0,17,742,4,21
ORD,Terminal 5,2021-07-22,1800 - 1900,14,28,13,27,14,28,243,161,0,0,0,0,0,11,415,4,16
ORD,Terminal 5,2021-07-22,1900 - 2000,10,26,11,27,10,27,782,196,0,0,0,0,0,25,1003,7,20
ORD,Terminal 5,2021-07-22,2200 - 2300,42,93,47,93,44,93,88,84,63,80,157,6,0,19,497,3,11
ORD,Terminal 5,2021-07-22,2300 - 0000,37,54,43,68,41,68,2,11,75,37,6,0,0,2,133,1,10
ORD,Terminal 5,2021-07-23,0000 - 0100,24,46,26,54,25,54,83,90,116,12,0,0,0,11,312,2,9
ORD,Terminal 5,2021-07-23,0500 - 0600,47,71,54,71,51,71,9,6,11,63,40,0,0,3,132,1,11
ORD,Terminal 5,2021-07-23,0600 - 0700,14,24,14,24,14,24,33,39,0,0,0,0,0,0,72,1,11
ORD,Terminal 5,2021-07-23,0700 - 0800,20,41,20,40,20,41,155,137,110,0,0,0,0,22,424,2,12
